	claude-3-5-haiku-latest
completamente	3.5812271706850463
ADJ	3.1548310477309416
soneto	2.9572023646238343
genera	2.3417649644384158
comicidad	2.338560774896934
estructura	2.2935825108419925
culto	1.9294449979753905
profundamente	1.8853066828705816
lenguaje	1.8199085916706084
existencial	1.7965865625882265
poeta	1.7641176445536715
expresiones	1.7397387377238613
usa	1.6352269665923564
casi	1.62437488576396
alejándose	1.6095219020305733
elemento	1.5744979077257941
:	1.5428663594354841
poético	1.517246774877774
referencias	1.5002210388758304
transmite	1.4085306512476647
juega	1.3936627698539177
surge	1.3692197044106276
mediante	1.3025157936967509
paródico	1.2587638098374965
generan	1.2243899275108001
estilo	1.2150765440889857
dramático	1.190623364483165
efecto	1.1843011893127648
tradicional	1.1757275660188409
ingenioso	1.1326308220397852

	claude-3-5-sonnet-latest
)	4.937460414805545
(	4.485724273420535
ADJ	3.0587406427489774
PUNCT	1.7484407128922033
culmina	1.6680985761183214
soneto	1.6463936298434207
emplea	1.620123507730915
sino	1.5631797293904794
final	1.562278349844249
elevado	1.535741240510953
solemne	1.5037582290574056
utiliza	1.437264336604877
construye	1.3554284038434663
empleando	1.3018685984247096
SYM	1.2225548067171983
metáforas	1.1905281535084287
creando	1.1780050649762919
NUM	1.17034865003779
formal	1.1612556218476795
oro	1.080427166777245
amoroso	1.0706559702084242
/	1.0607758064356452
primero	1.002931588038766
elevados	0.9692275562248067
satíricos	0.931096662285151
irónicamente	0.9307860832555572
culminando	0.9287884281071132
revela	0.909297210004117
cualquier	0.9001672495455867
:	0.8772529658439769

	gpt-35-turbo
exageración	2.881060007651893
además	2.4186238926097494
cómico	2.1806720739634864
exagerada	1.8991272492260096
trata	1.8597312960970338
ADP	1.836454880541861
hacen	1.808995359028803
humorístico	1.7826083984752557
descripción	1.761377848628834
debido	1.6131782377005106
resultar	1.608300840224831
lector	1.4668545401602309
resulta	1.4614986091516262
exagerado	1.4561284578934477
considera	1.4327683528120028
forma	1.3972576459861572
sentimientos	1.3176260761251803
SCONJ	1.1508277875650643
combinación	1.1491017979426135
poema	1.137314472679911
lectores	1.1249079325121842
idea	1.1168110666937923
toque	1.030521367520983
sarcástico	1.0274235468241995
absurda	0.9779228711592747
palabras	0.967103855117154
situación	0.9211880568249284
contribuye	0.9029340332606005
comparación	0.9013721192061542
tono	0.8579733822312083

	gpt-4o
.	2.167850867508961
humor	1.847069094862887
cómica	1.6984684319659715
sorpresa	1.672429548129498
CCONJ	1.6206362188022088
formal	1.6075972655982496
NOUN	1.5494748349919267
debido	1.535091340205016
intención	1.5274104664255785
ironía	1.464189572835882
características	1.4616217233794282
serio	1.414835518825343
entretenimiento	1.3533244699273808
elección	1.3329915662959513
palabras	1.3083520301203297
solemnes	1.2571091999184016
remate	1.2035377186662997
temas	1.2021766389058735
común	1.169616427345951
contenido	1.1676897574880372
bien	1.120076274442324
reír	1.1080489033793266
incongruencia	1.1039246952834498
típicos	1.0909279447542044
ADP	1.0865687398242712
manera	1.0632725427722955
hacer	1.059342572760248
utilizado	1.05501883404083
destacando	1.0490167006269575
situaciones	1.0381924712063566

	gpt-4o-mini
,	4.648640459664652
PRON	3.6364243750057113
presenta	3.5103023468461005
través	2.6215655304840264
aunque	2.4717008171098245
enfoque	2.466856016598538
uso	2.017086532124193
DET	1.9909147519582027
ADP	1.8932159084941373
hablante	1.845525121189859
evoca	1.7749341338976954
resumen	1.7358347394935258
sugiere	1.7287619610586502
'	1.6777300801256678
belleza	1.5776878876557563
refuerza	1.5774060665863665
risa	1.5639242242714315
provoca	1.5310218768639672
.	1.4899240806716283
humor	1.455233980841162
lírico	1.4159396369639998
aleja	1.3943216356794415
puede	1.3441101283010908
contexto	1.3403077626482836
;	1.332566531887513
contenido	1.301098417550839
vida	1.2933009894599239
invita	1.2808426722386557
lucha	1.2742172379993708
largo	1.267449771227816

	mistral-large-latest
debido	3.629043765223814
mención	3.131524655247321
razón	2.3192574801804398
AUX	2.125807305356748
toque	2.0808038842143417
principal	1.9564435465859122
profundidad	1.735930437718022
PUNCT	1.6495512743130705
primer	1.6139446022069572
ligero	1.5369832657411868
embargo	1.5363179168286536
interpretados	1.4990573189999656
poema	1.4651051821186991
podrían	1.4633558695329982
,	1.4408957064409094
resumen	1.438661058972029
.	1.418428904190638
añade	1.383310818788052
maneras	1.3498074438302006
capa	1.3380256449934689
descripción	1.3231648203398976
SYM	1.3138906353227988
humorísticos	1.3021272215293198
'	1.274519469917385
subraya	1.2713294406643334
melancólicos	1.2101950718806511
estrofa	1.2058750182144236
refuerza	1.2049440304631347
sugieren	1.1858134472078208
describe	1.1727149111902264

	mistral-small
contiene	3.5007457241344055
diseñado	2.7326697773591566
contrario	2.585599541401073
ADV	2.291910476682181
ser	2.1390955021334173
aunque	2.1243930534060342
intencionalmente	2.047805938329116
sátira	1.9630848291724505
diversión	1.77429890893672
cómicos	1.7500251677471184
AUX	1.740893510593874
titulado	1.706870669933798
rima	1.664266265721281
hablante	1.6543534153301296
palabra	1.6490830257635414
destinado	1.6360561542625218
CCONJ	1.5342754318036738
poema	1.5069022268174017
lugar	1.498619595954412
tradicional	1.4028503469633224
presentado	1.3623846572842746
métrica	1.299377924789193
comedia	1.2695475138544652
puede	1.2432852849539227
considerar	1.1721941903722641
chistes	1.1484978849975997
considerarse	1.0818744933899347
poético	1.024584379576658
mismo	1.018333708805148
pueden	1.0140583572991173

