	claude-3-5-haiku-latest
completamente	4.747256557581937
soneto	4.064572777767188
ADJ	3.447490460765987
profundamente	2.3927300761651704
estructura	2.3776623773703025
genera	2.2137424982004936
expresiones	2.111451827711153
usa	2.0793562295938033
poeta	2.0271489441588955
elemento	2.0076345270248535
poético	1.8769108989410561
alejándose	1.8525729624300038
culto	1.8081527570233948
casi	1.7833014746164673
juega	1.7724980296978816
transmite	1.7194326716165935
existencial	1.7181916247850215
referencias	1.7070421675563912
:	1.6432944891417276
paródico	1.581036416972148
comicidad	1.5761786193495713
mediante	1.5750013029965448
lenguaje	1.551856195164597
estilo	1.538027456672086
ingenioso	1.4607447890661693
generan	1.4406199085913702
dramático	1.4108140853891513
elegante	1.4064838073493273
tradicional	1.3732345960678491
barroco	1.2635134653928968

	claude-3-5-sonnet-latest
)	5.108905016826185
(	4.349453954659642
ADJ	3.5189160084764612
soneto	2.659837522551123
culmina	1.98587014183943
solemne	1.8515629012853907
utiliza	1.8316611380077696
sino	1.7813777088699458
construye	1.71615498473936
emplea	1.6664216346362013
NUM	1.4920636921962889
empleando	1.48251281837079
SYM	1.4786210244762499
creando	1.4206067292481896
metáforas	1.4053006134993102
final	1.376394460583754
irónicamente	1.3288740195778328
primero	1.2532941147650776
oro	1.2033332628349678
varios	1.1359399927523508
/	1.1060738008442432
elevados	1.0991077347100882
satíricos	1.0934751514648868
cualquier	1.0856278227408223
amoroso	1.0361827533466184
revela	1.0080554501983967
muerte	0.9990939061885425
:	0.9846420316150858
siglo	0.969612886639379
elevado	0.9651306994403053

	deepseek-chat
centrándose	4.200180460681776
presentado	3.3786325999999414
comedia	2.7916083930959945
temas	2.541140247086514
intención	2.4335887367975935
tener	2.2325380661590613
junto	2.2223033045670717
juicio	2.201362214018457
lenguaje	2.1292294710410897
ser	2.0696608977478346
ADP	2.0351191954659362
considera	1.9538851988994654
lejos	1.8656426157892172
percibido	1.839262980665063
capa	1.8143099446826112
subjetiva	1.8125252066175015
SYM	1.6791624759275494
típicos	1.6604002390131651
,	1.6395654106540964
utilizado	1.4497748722513961
presenta	1.3865417062967957
juguetón	1.3755403474629342
haciendo	1.3628722154737025
bien	1.345515887913813
hacia	1.316089556269199
especialmente	1.3032294832966296
través	1.3009778712382536
comicidad	1.253773928010347
parece	1.2468390418163366
descripción	1.223124173858391

	gemini-15-pro
 	5.285566305253027
""""	4.882537814369268
SPACE	3.350841434560651
describe	2.5504503556926057
PUNCT	2.510635616353749
