	claude-3-5-haiku-latest
ADJ	3.4514833392340103
soneto	2.9840856452260347
completamente	2.709887770753624
estructura	1.5955636851451045
comicidad	1.4568865743615171
)	1.455279543824186
(	1.455279543824186
lenguaje	1.39356415115383
profundamente	1.3658039505843136
:	1.350115560289819
existencial	1.3077894793220701
poeta	1.298539020136561
sino	1.2843025175701288
alejándose	1.2710823542393224
culto	1.2648075275104438
usa	1.2190591527104757
varios	1.1977390025908032
expresiones	1.132090455010621
último	1.1191242811981132
efecto	1.1037007521591402
mediante	1.0851989609337713
elemento	1.0746917014091977
referencias	1.0504608428713245
tradicional	1.034335541094909
surge	1.021488495726527
poético	1.0162876161311825
dramático	1.0033040256220915
genera	1.0010706937277736
utilizando	0.9978782428229097
paródico	0.9923279799769389

	gpt-35-turbo
exageración	2.212330882075217
cómico	2.040335035576812
además	1.9650893731702301
descripción	1.607782166272869
debido	1.5577044828342501
exagerado	1.497343138793961
trata	1.4657576632943219
hacen	1.4393157986095706
exagerada	1.4163388855749057
SCONJ	1.3683838593726978
humorístico	1.3289426374546907
AUX	1.3192227881348537
poema	1.3038144807530638
toque	1.108583084590412
resultar	1.0748080764470551
forma	1.05394491452427
contiene	0.9837661646185831
comparación	0.9795747161058832
ADP	0.940712650191357
considera	0.9382797944261788
combinación	0.8954171655694069
lector	0.8652235229342204
historia	0.7832404014521596
resulta	0.7792681578589196
sarcástico	0.7684295395833356
situación	0.740954221089439
sentimientos	0.712943160384375
lectores	0.6995078781052145
palabras	0.6944853233926404
divertido	0.6738424478207884

	gpt-4o
CCONJ	1.8425477968760966
.	1.756433638209974
formal	1.5093514281874092
cómica	1.457536293720559
debido	1.4344007535942067
sorpresa	1.341226747807634
serio	1.298537583875713
elevado	1.2272796394582912
intención	1.199017249190178
ligero	1.133174880444386
embargo	1.0926401139668402
lugar	1.0795525412812148
elección	1.0767701259386153
emplea	1.0502939657744625
solemnes	1.0116640827899708
utiliza	0.9836143996480244
utilizado	0.9786146682718168
contenido	0.9726006267206389
ADV	0.9317946917914722
temas	0.8913928650753985
NOUN	0.8883042128407195
solemne	0.8541723832525351
destacando	0.8433676851280257
subraya	0.8333458097186129
poema	0.8186156195812991
entretenimiento	0.80627195162087
típicos	0.7906169562937053
expectativa	0.7859703878415765
características	0.7695027609180171
rompe	0.7683740700555517

	gpt-4o-mini
,	4.341766519352622
PRON	3.057264863467638
aunque	2.73551751069194
presenta	2.4725752144470197
hablante	1.8920345525464584
enfoque	1.7200471318248087
través	1.719377706562145
DET	1.6501211127710136
sugiere	1.5965165926885434
'	1.5571678057691651
risa	1.514497486105578
uso	1.4821744305040758
resumen	1.4708865134588895
refuerza	1.3605595530872687
puede	1.3485004452180458
evoca	1.3395119219755054
aleja	1.2838636621647381
contexto	1.2834070014821453
invita	1.2685369838642835
belleza	1.2431280172253036
crítica	1.2178964051971475
imágenes	1.2099596645002342
provoca	1.1340698337139694
así	1.1201886671369794
ADP	1.076431425991465
vida	1.0582077660573195
lucha	1.0574829535025727
SCONJ	1.0156982900537108
conclusión	1.0027735690381163
hacia	1.0009084584711632

