	claude-3-5-haiku-latest
completamente	3.0995781211975406
ADJ	2.7981086951628775
soneto	2.5038503602800506
comicidad	1.9218414900911749
genera	1.8353845793280303
poeta	1.7908351056638194
estructura	1.789651239563915
lenguaje	1.7314183626752906
culto	1.6415469610136877
profundamente	1.523664869450396
expresiones	1.4768811479982882
existencial	1.4652989534485281
poético	1.462871560119666
alejándose	1.3721808783202571
casi	1.340161972953354
usa	1.3339267117734714
elemento	1.3186806223384875
:	1.258633130951969
tradicional	1.1854018227838137
transmite	1.1610723327189951
surge	1.1106447116860907
mediante	1.0960488545804299
paródico	1.0912479051056383
referencias	1.0843536103100946
metafórico	1.0684670063932393
efecto	1.0357837822738116
descripción	1.0328643809092166
mordaz	1.0134478714144586
estilo	1.0107186983868461
rima	1.0093148882051093

	claude-3-5-sonnet-latest
)	4.337731618781458
(	3.9192315299331324
ADJ	2.4917568264472907
PUNCT	1.9756203904413017
culmina	1.4284199250663745
emplea	1.3917132127177425
elevado	1.3668928243728944
SYM	1.3219607728731104
sino	1.3140174545947243
final	1.3086256431010748
soneto	1.2749704945704785
solemne	1.2278596266144512
construye	1.1780103397208534
NUM	1.1636469209357574
PROPN	1.157910776725568
metáforas	1.1282141585029486
empleando	1.0794481233111066
utiliza	1.0750580813473374
creando	1.0734246976008281
formal	1.0678111484128405
oro	1.0070829264811623
/	0.9828666233651503
elevados	0.9037239180979372
amoroso	0.852099081250171
cualquier	0.8440730239878371
primero	0.8415630562543464
satíricos	0.833630750522644
'	0.826828801601488
culminando	0.8185764315265026
especialmente	0.79940527339394

	gpt-35-turbo
además	2.456398865081624
exageración	2.322495622012927
cómico	2.239107392957141
debido	1.8351622996643666
descripción	1.7916697651867377
poema	1.6380983284282873
trata	1.6090622952611906
hacen	1.558449014734443
ADP	1.5346734049513686
exagerada	1.5103153888655152
resultar	1.3190559107644029
AUX	1.2964533679123702
toque	1.2890937052960456
SCONJ	1.2755561636906596
humorístico	1.2184513129444552
exagerado	1.2142381477751867
resulta	1.1246416693039185
lector	1.1156681840221263
forma	1.1060980726189726
lectores	1.04106717619458
sentimientos	0.9722018488302829
considera	0.9660924762998386
idea	0.9606747891665017
contiene	0.9498218524370063
combinación	0.9357993937934973
sarcástico	0.917737117736967
situación	0.8491916516538915
comparación	0.823987765778908
puede	0.7753688013819815
divertido	0.7732876989895059

	gpt-4o
CCONJ	2.3220401867459373
debido	2.0345361086997293
.	1.6707222028948645
cómica	1.6324210528878844
sorpresa	1.4509342037336768
embargo	1.2719543319381301
entretenimiento	1.2657827697888575
formal	1.2608091937220394
serio	1.2141562446800311
poema	1.1853782533097028
elección	1.1849767518707777
humor	1.1567424260092196
NOUN	1.093726351805767
utilizado	1.0768600108896256
ADV	1.0681302495696192
intención	1.0516347445937713
ligero	1.0443678592395857
común	1.0338363185590793
típicos	1.030442825839291
lugar	1.023544418398034
solemnes	1.0059860536179506
comedia	1.0028703144075761
suelen	0.9870633479900941
incongruencia	0.9747965108887116
parece	0.9664236849991248
características	0.955024168065563
figuras	0.9390712950437171
subraya	0.9200882363018746
destacando	0.9036040207159514
ridículas	0.8938883081046364

	gpt-4o-mini
,	4.625009763375688
PRON	3.3401927972273833
aunque	2.7194809820875894
presenta	2.706667848033866
través	2.0488956331247365
enfoque	1.9705031422597115
hablante	1.942067504519867
DET	1.8725863717893712
resumen	1.8282226467898641
sugiere	1.7839299353841038
uso	1.759165545331178
refuerza	1.5263127253941609
risa	1.4949557790172427
evoca	1.483570115230927
puede	1.4643961400120895
aleja	1.4323494460459738
belleza	1.3966117752184226
'	1.3751653273193092
contexto	1.315681394012021
ADP	1.279272284635614
invita	1.202514605502083
provoca	1.196674398390835
.	1.1390710117209584
imágenes	1.1356272367350382
vida	1.1053093028385577
convierte	1.0941029170143213
SCONJ	1.073800817419039
presentado	1.069558693813706
largo	1.049188532865636
lírico	1.0352340101923505

