	claude-3-5-haiku-latest
completamente	4.095732533559278
soneto	3.655634241592197
ADJ	3.2754216449728277
genera	2.4914830158821197
estructura	2.470193256203447
profundamente	2.0601084067976205
culto	2.0492874398362675
poeta	1.978888125244827
expresiones	1.8725381342573262
comicidad	1.859490868031312
usa	1.8543280213432514
alejándose	1.8226031587553635
elemento	1.7839709258872212
existencial	1.7581622455654173
lenguaje	1.736997009788537
casi	1.7152760822718598
referencias	1.6061176187184383
transmite	1.5381640105394525
poético	1.5168236380824587
:	1.4533618274820452
juega	1.4381299468756863
mediante	1.3941621499362022
estilo	1.3849822950158164
dramático	1.3251056854720784
generan	1.318476125100601
ingenioso	1.3141295699493618
paródico	1.30817803717171
tradicional	1.2999892239650601
mordaz	1.2912059589958051
surge	1.1879351832941638

	claude-3-5-sonnet-latest
)	5.096985291613701
(	4.461509048415693
ADJ	3.277708146341016
soneto	2.4145684464419683
culmina	1.7689776001529771
sino	1.7425887845447152
solemne	1.6318045113286916
creando	1.55090457576231
emplea	1.5378847146297148
construye	1.5311345566871521
elevado	1.4735621638992797
final	1.4719075875480974
utiliza	1.4209381496474294
PUNCT	1.3932114816779488
metáforas	1.3888091957869746
NUM	1.3770041943045355
SYM	1.3139284531439366
formal	1.282790692793036
empleando	1.2482216937963586
primero	1.184956483323028
/	1.1467440380304543
oro	1.139029007816845
amoroso	1.1317004032610227
satíricos	1.1192448146591754
irónicamente	1.0802898430053867
elevados	1.0684873908688644
culminando	1.0010970912021517
cualquier	0.9904126569067839
revela	0.953037562448885
PROPN	0.9260024781711094

	deepseek-chat
centrándose	4.004500916569079
presentado	2.761542907339021
comedia	2.5496137939248213
intención	2.5118285219964256
lenguaje	2.3215822207594385
junto	2.2469021939967626
temas	2.2372446142686377
juicio	2.1587507568082005
tener	2.1263634512581002
,	1.9749122812379376
considera	1.9179705283617867
subjetiva	1.8165846608035092
ser	1.7453073559409358
comicidad	1.6742679010334478
lejos	1.6404663573913978
típicos	1.6096596839586563
capa	1.6087170342834956
ADP	1.5541439324383761
percibido	1.4806187688259984
SYM	1.4517512743454282
presenta	1.386348385929565
lingüísticos	1.3460284835770315
especialmente	1.3402660630612033
satírico	1.3166342718601223
refuerza	1.3053949424227282
alineados	1.2975042839913564
exagerado	1.2905070885161924
descripción	1.2541965220220685
utilizado	1.2420396463193188
bien	1.2368371986560873

	gpt-35-turbo
exageración	3.2615815368285137
humorístico	2.423512006226334
además	2.406192090739682
cómico	2.3959736685327884
trata	2.199452351145602
exagerada	1.816939703502333
hacen	1.8117687501485873
resultar	1.6806184936871162
debido	1.6688184306207419
descripción	1.6614990903932134
exagerado	1.6028179035038141
ADP	1.5953681714256802
forma	1.446661158299334
toque	1.3816763030568164
comparación	1.3049420377985803
resulta	1.2752840537969798
considera	1.2663227626617422
sarcástico	1.2457008392418218
lector	1.2129210777986785
poema	1.1928804724920812
SCONJ	1.1673352718836094
lectores	1.1554966916819749
reflexiva	0.9856687143776264
idea	0.979864971705416
composición	0.976323492553216
sentimientos	0.9649181615266026
tono	0.9596243968055588
manera	0.9489180017422482
juega	0.9383403560947203
considerado	0.9329165953378078

	gpt-41
,	6.166239177734358
recursos	3.2333866412488033
”	2.6961500682075736
“	2.681135833655476
PUNCT	2.171721879907035
(	2.085201494867842
comicidad	2.061548221152015
considerarse	2.0458766439367886
juegos	2.0376762419645584
remate	1.8364367362875018
:	1.8243570687237534
burla	1.698272631766361
absurdas	1.6288850169877742
ironía	1.6235395918547852
hablante	1.5983220479778613
palabras	1.578919220041509
parodia	1.568067716978995
literarios	1.558130939403869
poesía	1.554036601862075
)	1.5487045654354923
solemne	1.487058947617327
lírico	1.473739987113605
emplea	1.4317113444707796
texto	1.4011918484871995
principalmente	1.4007877066452097
ADJ	1.396412979086099
forma	1.3258780269247066
tampoco	1.321989693779492
ello	1.2511429047940281
propio	1.2061356518445796

	gpt-4o
.	2.7566269279107085
formal	1.8924715419027183
cómica	1.81564020021945
debido	1.766966575312693
solemnes	1.6956504472685294
sorpresa	1.6451200115628253
NOUN	1.6224619804672926
elección	1.5031780506463108
humor	1.4806729413152366
CCONJ	1.3906703292779106
lugar	1.383325160361081
entretenimiento	1.3073285649836335
contenido	1.3003004312334514
manera	1.3000612931947835
VERB	1.2166583905769033
razones	1.1945739943595577
cómicas	1.1651812802394328
sarcasmo	1.1488113136744735
características	1.1237460128177497
situaciones	1.0596319207466427
entorno	1.030764069779202
clásica	1.0178410533243902
destacando	1.010904892201188
serio	0.988937250073306
reír	0.9835991576447589
ridículas	0.9834220509872784
jocoso	0.9805109046947098
figuras	0.9725521340962727
descripciones	0.9698435862513127
incongruencia	0.9673711035039236

	gpt-4o-mini
PRON	4.347068444761586
,	3.6309824723566426
presenta	3.5529642992510087
aunque	2.6619328884640154
través	2.6535354030374423
enfoque	2.6087514729779016
resumen	2.4511806522088646
DET	2.2900498936507834
uso	1.996147588064399
.	1.992254667165699
ADP	1.8712532530681902
evoca	1.852924605757812
provoca	1.8243906105349412
aleja	1.7278634382090021
hablante	1.7075210979514546
sugiere	1.6788242493380094
naturaleza	1.6558230546759438
lucha	1.6479260991875742
así	1.583293260956033
obra	1.5786627741378447
'	1.5572668910745158
risa	1.5480553762342288
invita	1.512671211917626
crítica	1.500350770751108
belleza	1.4916121656055898
refuerza	1.48873226340877
imágenes	1.474429873182553
vida	1.4654581066524672
divertida	1.460192622160669
VERB	1.4571397538735495

	mistral-large-latest
debido	4.145296366001022
mención	2.9184607395745097
toque	2.822520874882339
razón	2.583817579084783
AUX	2.4884620898180416
.	2.0517678307458165
profundidad	1.935196712455302
principal	1.8824641688303194
resumen	1.841497864659804
embargo	1.7630497172930706
