	claude-3-5-haiku-latest
completamente	3.4014462455225165
ADJ	2.7930927964129513
soneto	2.537956070534744
estructura	2.2258106036334513
comicidad	2.1829541352246946
genera	2.0654412864746674
poeta	1.7930356432671861
culto	1.7719056902899484
profundamente	1.7057901479767352
lenguaje	1.702227805406871
expresiones	1.616436406582668
existencial	1.6126096215515389
alejándose	1.5291374498597927
casi	1.5090822697328445
usa	1.478699461183456
:	1.4215871987586508
elemento	1.386372954039837
referencias	1.3527335385262376
poético	1.324393766992461
transmite	1.2791426828277594
surge	1.2439990661983904
juega	1.2071735160101928
mediante	1.2013673488984273
paródico	1.1796640893744172
descripción	1.1771960464513347
efecto	1.1640968297805598
estilo	1.0778367469985515
dramático	1.0587651861979552
generan	1.0352066145720726
añaden	1.0322403203097679

	claude-3-5-sonnet-latest
)	4.604391809654096
(	4.16205906171837
ADJ	2.6615578891980496
PUNCT	1.8709893347616262
solemne	1.5650192271093255
culmina	1.5542066498549103
final	1.549082523099206
emplea	1.5475008160326431
elevado	1.5253415143183922
SYM	1.385125195651359
sino	1.3388682941804888
soneto	1.3190711584324746
utiliza	1.2861681597407055
construye	1.2764419580969797
empleando	1.1809408348065065
NUM	1.1670375506593889
creando	1.1634091449486985
oro	1.1027354052425908
metáforas	1.0842890334751645
formal	1.006660504900853
amoroso	1.0017063844736527
elevados	0.9969717427680481
/	0.984002593275726
cualquier	0.9765589290541008
'	0.9166425302837445
satíricos	0.9080436037505336
primero	0.8906470601567081
espiritual	0.8891293299927802
PROPN	0.881810680952595
irónicamente	0.8547076110388953

	gpt-35-turbo
exageración	2.5050564931947674
además	2.4963835104665084
debido	2.207338289970458
cómico	2.192006099558284
descripción	2.0670850682021698
hacen	1.769633467812924
exagerada	1.7544155767230982
trata	1.593775764421583
humorístico	1.5350419334605838
ADP	1.497530282513693
resultar	1.4749048013105013
toque	1.4108236941392045
lector	1.4007541473119245
considera	1.3589631690984316
exagerado	1.3340718065737587
resulta	1.324984175582518
poema	1.2984579921208788
sentimientos	1.2917969827835092
forma	1.2223282758995337
idea	1.169362624625816
combinación	1.1354276220346622
SCONJ	1.126979445049763
lectores	1.0468062643612703
centra	0.9322061893493648
situación	0.8999999233482475
comparación	0.8960769926603289
tono	0.8750801568668699
divertido	0.8699774179813051
contribuye	0.8223424871797801
AUX	0.816710310219616

	gpt-4o
debido	2.5920321233348975
.	2.426387674377768
CCONJ	1.947416007663461
cómica	1.5136510394983944
sorpresa	1.4893672591650418
NOUN	1.3814974003435905
humor	1.3457498928823506
elección	1.3363021283403889
intención	1.285373945676556
solemnes	1.257183093891296
formal	1.25543500579688
ligero	1.2175769707459347
serio	1.1994363476617718
entretenimiento	1.1887319695147818
contenido	1.184122673824481
utilizado	1.1596510722166895
ironía	1.1502402557909768
solemne	1.1437793271765104
destacando	1.119263619337607
características	1.098420274112866
palabras	1.0784195197340147
incongruencia	1.0481563555440647
manera	1.045912420534781
elevado	1.0422030670058833
situaciones	1.038690352128564
temas	1.0022647844475048
subraya	0.9725829124481652
remate	0.9676130555960353
común	0.9643718969527931
ridículas	0.9133154379716197

	gpt-4o-mini
,	4.670253882378626
PRON	3.434553096324187
presenta	2.9863273276036977
aunque	2.3095018890402588
través	2.138274307226734
resumen	2.1368494565240437
enfoque	2.134918878147597
DET	2.002297188875221
sugiere	1.868904015012895
uso	1.829013227334213
refuerza	1.7717560067411342
'	1.757091751621058
evoca	1.6863619387585185
.	1.612512807637316
belleza	1.577892267407848
aleja	1.570689668474981
hablante	1.5389866919182456
risa	1.4681883943070364
ADP	1.3919558341915268
provoca	1.3544048597772487
contexto	1.35093973249961
invita	1.344234960565946
vida	1.2052551123285045
imágenes	1.2031260357789526
puede	1.1986500883706028
lírico	1.1940281484347608
así	1.1939625187159528
hacia	1.1804534642329398
contenido	1.1661920576062834
idea	1.158399515442684

	mistral-small
contiene	3.5159907585640795
diseñado	2.6515147112092334
contrario	2.3300831689791264
ser	2.0961718905562794
aunque	2.0326534886030316
ADV	2.007971158754051
sátira	1.9723407836607143
AUX	1.8899486289546767
palabra	1.7785890336084837
rima	1.706420044721538
hablante	1.6477452954642855
titulado	1.6460628921047167
cómicos	1.6055476834929021
poema	1.5960171797387022
presentado	1.5508758200325583
destinado	1.544478999956678
diversión	1.5374407367437375
intencionalmente	1.5288997472226595
CCONJ	1.4932480312765373
lugar	1.395830642824373
tradicional	1.2897383811846286
comedia	1.2210251414071538
chistes	1.1739234921054198
métrica	1.0434047791033252
embargo	1.033814264402158
puede	1.0091044100331668
clasificarlo	0.9509461729830953
ningún	0.9252391160355444
pueden	0.8880309166831107
sigue	0.8825331499492854

